Time period,OrgCode,ParentOrgCode,Sex,QuitStatus,MonitoringCategory,Total
2018/19,E06000042,E12000008,Female,Not known,35-44,22
2018/19,E06000042,E12000008,Female,Not known,45-59,32
2018/19,E06000042,E12000008,Female,Not known,60 and over,15
2018/19,E06000042,E12000008,Female,Not known,Under 18,3
2018/19,E06000042,E12000008,Female,Not quit,18-34,106
2018/19,E06000042,E12000008,Female,Not quit,35-44,92
2018/19,E06000042,E12000008,Female,Not quit,45-59,120
2018/19,E06000042,E12000008,Female,Not quit,60 and over,100
2018/19,E06000042,E12000008,Female,Not quit,Under 18,4
2018/19,E06000042,E12000008,Female,Quit,18-34,145
2018/19,E06000042,E12000008,Female,Quit,35-44,135
2018/19,E06000042,E12000008,Female,Quit,45-59,168
2018/19,E06000042,E12000008,Female,Quit,60 and over,126
2018/19,E06000042,E12000008,Female,Quit,Under 18,2
2018/19,E06000042,E12000008,Female,Quit CO,18-34,81
2018/19,E06000042,E12000008,Female,Quit CO,35-44,112
2018/19,E06000042,E12000008,Female,Quit CO,45-59,133
2018/19,E06000042,E12000008,Female,Quit CO,60 and over,98
2018/19,E06000042,E12000008,Female,Quit CO,Under 18,2
2018/19,E06000042,E12000008,Female,Set quit date,18-34,283
2018/19,E06000042,E12000008,Female,Set quit date,35-44,249
2018/19,E06000042,E12000008,Female,Set quit date,45-59,320
2018/19,E06000042,E12000008,Female,Set quit date,60 and over,241
2018/19,E06000042,E12000008,Female,Set quit date,Under 18,9
2018/19,E06000042,E12000008,Male,Not known,18-34,19
2018/19,E06000042,E12000008,Male,Not known,35-44,24
2018/19,E06000042,E12000008,Male,Not known,45-59,17
2018/19,E06000042,E12000008,Male,Not known,60 and over,10
2018/19,E06000042,E12000008,Male,Not known,Under 18,1
2018/19,E06000042,E12000008,Male,Not quit,18-34,69
2018/19,E06000042,E12000008,Male,Not quit,35-44,86
2018/19,E06000042,E12000008,Male,Not quit,45-59,122
2018/19,E06000042,E12000008,Male,Not quit,60 and over,74
2018/19,E06000042,E12000008,Male,Not quit,Under 18,7
2018/19,E06000042,E12000008,Male,Quit,18-34,96
2018/19,E06000042,E12000008,Male,Quit,35-44,150
2018/19,E06000042,E12000008,Male,Quit,45-59,167
2018/19,E06000042,E12000008,Male,Quit,60 and over,123
2018/19,E06000042,E12000008,Male,Quit,Under 18,2
2018/19,E06000042,E12000008,Male,Quit CO,18-34,61
2018/19,E06000042,E12000008,Male,Quit CO,35-44,111
2018/19,E06000042,E12000008,Male,Quit CO,45-59,130
2018/19,E06000042,E12000008,Male,Quit CO,60 and over,96
2018/19,E06000042,E12000008,Male,Quit CO,Under 18,1
2018/19,E06000042,E12000008,Male,Set quit date,18-34,184
2018/19,E06000042,E12000008,Male,Set quit date,35-44,260
2018/19,E06000042,E12000008,Male,Set quit date,45-59,306
2018/19,E06000042,E12000008,Male,Set quit date,60 and over,207
2018/19,E06000042,E12000008,Male,Set quit date,Under 18,10
2018/19,E06000043,E12000008,Female,Not known,18-34,88
2018/19,E06000043,E12000008,Female,Not known,35-44,69
2018/19,E06000043,E12000008,Female,Not known,45-59,135
2018/19,E06000043,E12000008,Female,Not known,60 and over,86
2018/19,E06000043,E12000008,Female,Not known,Under 18,0
2018/19,E06000043,E12000008,Female,Not quit,18-34,55
2018/19,E06000043,E12000008,Female,Not quit,35-44,44
2018/19,E06000043,E12000008,Female,Not quit,45-59,79
2018/19,E06000043,E12000008,Female,Not quit,60 and over,46
2018/19,E06000043,E12000008,Female,Not quit,Under 18,5
2018/19,E06000043,E12000008,Female,Quit,18-34,74
2018/19,E06000043,E12000008,Female,Quit,35-44,54
2018/19,E06000043,E12000008,Female,Quit,45-59,138
2018/19,E06000043,E12000008,Female,Quit,60 and over,95
2018/19,E06000043,E12000008,Female,Quit,Under 18,2
2018/19,E06000043,E12000008,Female,Quit CO,18-34,50
2018/19,E06000043,E12000008,Female,Quit CO,35-44,47
2018/19,E06000043,E12000008,Female,Quit CO,45-59,119
2018/19,E06000043,E12000008,Female,Quit CO,60 and over,81
2018/19,E06000043,E12000008,Female,Quit CO,Under 18,0
2018/19,E06000043,E12000008,Female,Set quit date,18-34,217
2018/19,E06000043,E12000008,Female,Set quit date,35-44,167
2018/19,E06000043,E12000008,Female,Set quit date,45-59,352
2018/19,E06000043,E12000008,Female,Set quit date,60 and over,227
2018/19,E06000043,E12000008,Female,Set quit date,Under 18,7
2018/19,E06000043,E12000008,Male,Not known,18-34,53
2018/19,E06000043,E12000008,Male,Not known,35-44,102
2018/19,E06000043,E12000008,Male,Not known,45-59,144
2018/19,E06000043,E12000008,Male,Not known,60 and over,78
2018/19,E06000043,E12000008,Male,Not known,Under 18,1
2018/19,E06000043,E12000008,Male,Not quit,18-34,33
2018/19,E06000043,E12000008,Male,Not quit,35-44,55
2018/19,E06000043,E12000008,Male,Not quit,45-59,99
2018/19,E06000043,E12000008,Male,Not quit,60 and over,61
2018/19,E06000043,E12000008,Male,Not quit,Under 18,1
2018/19,E06000043,E12000008,Male,Quit,18-34,52
2018/19,E06000043,E12000008,Male,Quit,35-44,67
2018/19,E06000043,E12000008,Male,Quit,45-59,164
2018/19,E06000043,E12000008,Male,Quit,60 and over,131
2018/19,E06000043,E12000008,Male,Quit,Under 18,2
2018/19,E06000043,E12000008,Male,Quit CO,18-34,37
2018/19,E06000043,E12000008,Male,Quit CO,35-44,58
2018/19,E06000043,E12000008,Male,Quit CO,45-59,147
2018/19,E06000043,E12000008,Male,Quit CO,60 and over,115
2018/19,E06000043,E12000008,Male,Quit CO,Under 18,2
2018/19,E06000043,E12000008,Male,Set quit date,18-34,138
2018/19,E06000043,E12000008,Male,Set quit date,35-44,224
2018/19,E06000043,E12000008,Male,Set quit date,45-59,407
2018/19,E06000043,E12000008,Male,Set quit date,60 and over,270
2018/19,E06000043,E12000008,Male,Set quit date,Under 18,4
2018/19,E06000044,E12000008,Female,Not known,18-34,58
2018/19,E06000044,E12000008,Female,Not known,35-44,25
2018/19,E06000044,E12000008,Female,Not known,45-59,43
2018/19,E06000044,E12000008,Female,Not known,60 and over,29
2018/19,E06000044,E12000008,Female,Not known,Under 18,1
2018/19,E06000044,E12000008,Female,Not quit,18-34,24
2018/19,E06000044,E12000008,Female,Not quit,35-44,21
2018/19,E06000044,E12000008,Female,Not quit,45-59,54
2018/19,E06000044,E12000008,Female,Not quit,60 and over,32
2018/19,E06000044,E12000008,Female,Not quit,Under 18,0
2018/19,E06000044,E12000008,Female,Quit,18-34,75
2018/19,E06000044,E12000008,Female,Quit,35-44,70
2018/19,E06000044,E12000008,Female,Quit,45-59,100
2018/19,E06000044,E12000008,Female,Quit,60 and over,90
2018/19,E06000044,E12000008,Female,Quit,Under 18,0
2018/19,E06000044,E12000008,Female,Quit CO,18-34,46
2018/19,E06000044,E12000008,Female,Quit CO,35-44,55
2018/19,E06000044,E12000008,Female,Quit CO,45-59,74
2018/19,E06000044,E12000008,Female,Quit CO,60 and over,66
2018/19,E06000044,E12000008,Female,Quit CO,Under 18,0
2018/19,E06000044,E12000008,Female,Set quit date,18-34,157
2018/19,E06000044,E12000008,Female,Set quit date,35-44,116
2018/19,E06000044,E12000008,Female,Set quit date,45-59,197
2018/19,E06000044,E12000008,Female,Set quit date,60 and over,151
2018/19,E06000044,E12000008,Female,Set quit date,Under 18,1
2018/19,E06000044,E12000008,Male,Not known,18-34,19
2018/19,E06000044,E12000008,Male,Not known,35-44,31
2018/19,E06000044,E12000008,Male,Not known,45-59,56
2018/19,E06000044,E12000008,Male,Not known,60 and over,18
2018/19,E06000044,E12000008,Male,Not known,Under 18,0
2018/19,E06000044,E12000008,Male,Not quit,18-34,18
2018/19,E06000044,E12000008,Male,Not quit,35-44,24
2018/19,E06000044,E12000008,Male,Not quit,45-59,29
2018/19,E06000044,E12000008,Male,Not quit,60 and over,18
2018/19,E06000044,E12000008,Male,Not quit,Under 18,1
2018/19,E06000044,E12000008,Male,Quit,18-34,54
2018/19,E06000044,E12000008,Male,Quit,35-44,53
2018/19,E06000044,E12000008,Male,Quit,45-59,89
2018/19,E06000044,E12000008,Male,Quit,60 and over,57
2018/19,E06000044,E12000008,Male,Quit,Under 18,2
2018/19,E06000044,E12000008,Male,Quit CO,18-34,45
2018/19,E06000044,E12000008,Male,Quit CO,35-44,36
2018/19,E06000044,E12000008,Male,Quit CO,45-59,74
2018/19,E06000044,E12000008,Male,Quit CO,60 and over,49
2018/19,E06000044,E12000008,Male,Quit CO,Under 18,1
2018/19,E06000044,E12000008,Male,Set quit date,18-34,91
2018/19,E06000044,E12000008,Male,Set quit date,35-44,108
2018/19,E06000044,E12000008,Male,Set quit date,45-59,174
2018/19,E06000044,E12000008,Male,Set quit date,60 and over,93
2018/19,E06000044,E12000008,Male,Set quit date,Under 18,3
2018/19,E06000045,E12000008,Female,Not known,18-34,98
2018/19,E06000045,E12000008,Female,Not known,35-44,35
2018/19,E06000045,E12000008,Female,Not known,45-59,74
2018/19,E06000045,E12000008,Female,Not known,60 and over,36
2018/19,E06000045,E12000008,Female,Not known,Under 18,0
2018/19,E06000045,E12000008,Female,Not quit,18-34,10
2018/19,E06000045,E12000008,Female,Not quit,35-44,1
2018/19,E06000045,E12000008,Female,Not quit,45-59,8
2018/19,E06000045,E12000008,Female,Not quit,60 and over,6
2018/19,E06000045,E12000008,Female,Not quit,Under 18,0
2018/19,E06000045,E12000008,Female,Quit,18-34,80
2018/19,E06000045,E12000008,Female,Quit,35-44,41
2018/19,E06000045,E12000008,Female,Quit,45-59,84
2018/19,E06000045,E12000008,Female,Quit,60 and over,44
2018/19,E06000045,E12000008,Female,Quit,Under 18,0
2018/19,E06000045,E12000008,Female,Quit CO,18-34,26
2018/19,E06000045,E12000008,Female,Quit CO,35-44,15
2018/19,E06000045,E12000008,Female,Quit CO,45-59,40
2018/19,E06000045,E12000008,Female,Quit CO,60 and over,25
2018/19,E06000045,E12000008,Female,Quit CO,Under 18,0
2018/19,E06000045,E12000008,Female,Set quit date,18-34,188
2018/19,E06000045,E12000008,Female,Set quit date,35-44,77
2018/19,E06000045,E12000008,Female,Set quit date,45-59,166
2018/19,E06000045,E12000008,Female,Set quit date,60 and over,86
2018/19,E06000045,E12000008,Female,Set quit date,Under 18,0
2018/19,E06000045,E12000008,Male,Not known,18-34,36
2018/19,E06000045,E12000008,Male,Not known,35-44,38
2018/19,E06000045,E12000008,Male,Not known,45-59,48
2018/19,E06000045,E12000008,Male,Not known,60 and over,37
2018/19,E06000045,E12000008,Male,Not known,Under 18,0
2018/19,E06000045,E12000008,Male,Not quit,18-34,3
2018/19,E06000045,E12000008,Male,Not quit,35-44,2
2018/19,E06000045,E12000008,Male,Not quit,45-59,4
2018/19,E06000045,E12000008,Male,Not quit,60 and over,7
2018/19,E06000045,E12000008,Male,Not quit,Under 18,0
2018/19,E06000045,E12000008,Male,Quit,18-34,28
2018/19,E06000045,E12000008,Male,Quit,35-44,48
2018/19,E06000045,E12000008,Male,Quit,45-59,60
2018/19,E06000045,E12000008,Male,Quit,60 and over,58
2018/19,E06000045,E12000008,Male,Quit,Under 18,0
2018/19,E06000045,E12000008,Male,Quit CO,18-34,16
2018/19,E06000045,E12000008,Male,Quit CO,35-44,15
2018/19,E06000045,E12000008,Male,Quit CO,45-59,33
2018/19,E06000045,E12000008,Male,Quit CO,60 and over,43
2018/19,E06000045,E12000008,Male,Quit CO,Under 18,0
2018/19,E06000045,E12000008,Male,Set quit date,18-34,67
2018/19,E06000045,E12000008,Male,Set quit date,35-44,88
2018/19,E06000045,E12000008,Male,Set quit date,45-59,112
2018/19,E06000045,E12000008,Male,Set quit date,60 and over,102
2018/19,E06000045,E12000008,Male,Set quit date,Under 18,0
2018/19,E06000046,E12000008,Female,Not known,18-34,0
2018/19,E06000046,E12000008,Female,Not known,35-44,0
2018/19,E06000046,E12000008,Female,Not known,45-59,0
2018/19,E06000046,E12000008,Female,Not known,60 and over,0
2018/19,E06000046,E12000008,Female,Not known,Under 18,0
2018/19,E06000046,E12000008,Female,Not quit,18-34,6
2018/19,E06000046,E12000008,Female,Not quit,35-44,4
2018/19,E06000046,E12000008,Female,Not quit,45-59,8
2018/19,E06000046,E12000008,Female,Not quit,60 and over,4
2018/19,E06000046,E12000008,Female,Not quit,Under 18,0
2018/19,E06000046,E12000008,Female,Quit,18-34,1
2018/19,E06000046,E12000008,Female,Quit,35-44,1
2018/19,E06000046,E12000008,Female,Quit,45-59,3
2018/19,E06000046,E12000008,Female,Quit,60 and over,3
2018/19,E06000046,E12000008,Female,Quit,Under 18,0
2018/19,E06000046,E12000008,Female,Quit CO,18-34,1
2018/19,E06000046,E12000008,Female,Quit CO,35-44,1
2018/19,E06000046,E12000008,Female,Quit CO,45-59,3
2018/19,E06000046,E12000008,Female,Quit CO,60 and over,3
2018/19,E06000046,E12000008,Female,Quit CO,Under 18,0
2018/19,E06000046,E12000008,Female,Set quit date,18-34,7
2018/19,E06000046,E12000008,Female,Set quit date,35-44,5
2018/19,E06000046,E12000008,Female,Set quit date,45-59,11
2018/19,E06000046,E12000008,Female,Set quit date,60 and over,7
2018/19,E06000046,E12000008,Female,Set quit date,Under 18,0
2018/19,E06000046,E12000008,Male,Not known,18-34,0
2018/19,E06000046,E12000008,Male,Not known,35-44,0
2018/19,E06000046,E12000008,Male,Not known,45-59,0
2018/19,E06000046,E12000008,Male,Not known,60 and over,0
2018/19,E06000046,E12000008,Male,Not known,Under 18,0
2018/19,E06000046,E12000008,Male,Not quit,18-34,2
2018/19,E06000046,E12000008,Male,Not quit,35-44,1
2018/19,E06000046,E12000008,Male,Not quit,45-59,5
2018/19,E06000046,E12000008,Male,Not quit,60 and over,3
2018/19,E06000046,E12000008,Male,Not quit,Under 18,0
2018/19,E06000046,E12000008,Male,Quit,18-34,0
2018/19,E06000046,E12000008,Male,Quit,35-44,2
2018/19,E06000046,E12000008,Male,Quit,45-59,3
2018/19,E06000046,E12000008,Male,Quit,60 and over,6
2018/19,E06000046,E12000008,Male,Quit,Under 18,0
2018/19,E06000046,E12000008,Male,Quit CO,18-34,0
2018/19,E06000046,E12000008,Male,Quit CO,35-44,2
2018/19,E06000046,E12000008,Male,Quit CO,45-59,3
2018/19,E06000046,E12000008,Male,Quit CO,60 and over,6
2018/19,E06000046,E12000008,Male,Quit CO,Under 18,0
2018/19,E06000046,E12000008,Male,Set quit date,18-34,2
2018/19,E06000046,E12000008,Male,Set quit date,35-44,3
2018/19,E06000046,E12000008,Male,Set quit date,45-59,8
2018/19,E06000046,E12000008,Male,Set quit date,60 and over,9
2018/19,E06000046,E12000008,Male,Set quit date,Under 18,0
2018/19,E06000047,E12000001,Female,Not known,18-34,179
2018/19,E06000047,E12000001,Female,Not known,35-44,89
2018/19,E06000047,E12000001,Female,Not known,45-59,136
2018/19,E06000047,E12000001,Female,Not known,60 and over,69
2018/19,E06000047,E12000001,Female,Not known,Under 18,10
2018/19,E06000047,E12000001,Female,Not quit,18-34,88
2018/19,E06000047,E12000001,Female,Not quit,35-44,44
2018/19,E06000047,E12000001,Female,Not quit,45-59,82
2018/19,E06000047,E12000001,Female,Not quit,60 and over,75
2018/19,E06000047,E12000001,Female,Not quit,Under 18,8
2018/19,E06000047,E12000001,Female,Quit,18-34,300
2018/19,E06000047,E12000001,Female,Quit,35-44,220
2018/19,E06000047,E12000001,Female,Quit,45-59,423
2018/19,E06000047,E12000001,Female,Quit,60 and over,361
2018/19,E06000047,E12000001,Female,Quit,Under 18,19
2018/19,E06000047,E12000001,Female,Quit CO,18-34,251
2018/19,E06000047,E12000001,Female,Quit CO,35-44,185
2018/19,E06000047,E12000001,Female,Quit CO,45-59,367
2018/19,E06000047,E12000001,Female,Quit CO,60 and over,325
2018/19,E06000047,E12000001,Female,Quit CO,Under 18,16
2018/19,E06000047,E12000001,Female,Set quit date,18-34,567
2018/19,E06000047,E12000001,Female,Set quit date,35-44,353
2018/19,E06000047,E12000001,Female,Set quit date,45-59,641
2018/19,E06000047,E12000001,Female,Set quit date,60 and over,505
2018/19,E06000047,E12000001,Female,Set quit date,Under 18,37
2018/19,E06000047,E12000001,Male,Not known,18-34,103
2018/19,E06000047,E12000001,Male,Not known,35-44,80
2018/19,E06000047,E12000001,Male,Not known,45-59,109
2018/19,E06000047,E12000001,Male,Not known,60 and over,46
2018/19,E06000047,E12000001,Male,Not known,Under 18,15
2018/19,E06000047,E12000001,Male,Not quit,18-34,37
2018/19,E06000047,E12000001,Male,Not quit,35-44,44
2018/19,E06000047,E12000001,Male,Not quit,45-59,57
2018/19,E06000047,E12000001,Male,Not quit,60 and over,47
2018/19,E06000047,E12000001,Male,Not quit,Under 18,11
2018/19,E06000047,E12000001,Male,Quit,18-34,170
2018/19,E06000047,E12000001,Male,Quit,35-44,177
2018/19,E06000047,E12000001,Male,Quit,45-59,368
2018/19,E06000047,E12000001,Male,Quit,60 and over,269
2018/19,E06000047,E12000001,Male,Quit,Under 18,6
2018/19,E06000047,E12000001,Male,Quit CO,18-34,133
2018/19,E06000047,E12000001,Male,Quit CO,35-44,149
2018/19,E06000047,E12000001,Male,Quit CO,45-59,320
2018/19,E06000047,E12000001,Male,Quit CO,60 and over,237
2018/19,E06000047,E12000001,Male,Quit CO,Under 18,5
2018/19,E06000047,E12000001,Male,Set quit date,18-34,310
2018/19,E06000047,E12000001,Male,Set quit date,35-44,301
2018/19,E06000047,E12000001,Male,Set quit date,45-59,534
2018/19,E06000047,E12000001,Male,Set quit date,60 and over,362
2018/19,E06000047,E12000001,Male,Set quit date,Under 18,32
2018/19,E06000049,E12000002,Female,Not known,18-34,133
2018/19,E06000049,E12000002,Female,Not known,35-44,71
2018/19,E06000049,E12000002,Female,Not known,45-59,124
2018/19,E06000049,E12000002,Female,Not known,60 and over,74
2018/19,E06000049,E12000002,Female,Not known,Under 18,5
2018/19,E06000049,E12000002,Female,Not quit,18-34,17
2018/19,E06000049,E12000002,Female,Not quit,35-44,19
2018/19,E06000049,E12000002,Female,Not quit,45-59,26
2018/19,E06000049,E12000002,Female,Not quit,60 and over,16
2018/19,E06000049,E12000002,Female,Not quit,Under 18,0
2018/19,E06000049,E12000002,Female,Quit,18-34,46
2018/19,E06000049,E12000002,Female,Quit,35-44,39
2018/19,E06000049,E12000002,Female,Quit,45-59,52
2018/19,E06000049,E12000002,Female,Quit,60 and over,38
2018/19,E06000049,E12000002,Female,Quit,Under 18,2
2018/19,E06000049,E12000002,Female,Quit CO,18-34,30
2018/19,E06000049,E12000002,Female,Quit CO,35-44,34
2018/19,E06000049,E12000002,Female,Quit CO,45-59,37
2018/19,E06000049,E12000002,Female,Quit CO,60 and over,33
2018/19,E06000049,E12000002,Female,Quit CO,Under 18,2
2018/19,E06000049,E12000002,Female,Set quit date,18-34,196
2018/19,E06000049,E12000002,Female,Set quit date,35-44,129
2018/19,E06000049,E12000002,Female,Set quit date,45-59,202
2018/19,E06000049,E12000002,Female,Set quit date,60 and over,128
2018/19,E06000049,E12000002,Female,Set quit date,Under 18,7
2018/19,E06000049,E12000002,Male,Not known,18-34,44
2018/19,E06000049,E12000002,Male,Not known,35-44,50
2018/19,E06000049,E12000002,Male,Not known,45-59,99
2018/19,E06000049,E12000002,Male,Not known,60 and over,65
2018/19,E06000049,E12000002,Male,Not known,Under 18,6
2018/19,E06000049,E12000002,Male,Not quit,18-34,6
2018/19,E06000049,E12000002,Male,Not quit,35-44,12
2018/19,E06000049,E12000002,Male,Not quit,45-59,14
2018/19,E06000049,E12000002,Male,Not quit,60 and over,9
2018/19,E06000049,E12000002,Male,Not quit,Under 18,3
2018/19,E06000049,E12000002,Male,Quit,18-34,15
2018/19,E06000049,E12000002,Male,Quit,35-44,29
2018/19,E06000049,E12000002,Male,Quit,45-59,54
2018/19,E06000049,E12000002,Male,Quit,60 and over,39
2018/19,E06000049,E12000002,Male,Quit,Under 18,2
2018/19,E06000049,E12000002,Male,Quit CO,18-34,13
2018/19,E06000049,E12000002,Male,Quit CO,35-44,17
2018/19,E06000049,E12000002,Male,Quit CO,45-59,45
2018/19,E06000049,E12000002,Male,Quit CO,60 and over,34
2018/19,E06000049,E12000002,Male,Quit CO,Under 18,1
2018/19,E06000049,E12000002,Male,Set quit date,18-34,65
2018/19,E06000049,E12000002,Male,Set quit date,35-44,91
2018/19,E06000049,E12000002,Male,Set quit date,45-59,167
2018/19,E06000049,E12000002,Male,Set quit date,60 and over,113
2018/19,E06000049,E12000002,Male,Set quit date,Under 18,11
2018/19,E06000050,E12000002,Female,Not known,18-34,10
2018/19,E06000050,E12000002,Female,Not known,35-44,6
2018/19,E06000050,E12000002,Female,Not known,45-59,7
2018/19,E06000050,E12000002,Female,Not known,60 and over,6
2018/19,E06000050,E12000002,Female,Not known,Under 18,0
2018/19,E06000050,E12000002,Female,Not quit,18-34,8
2018/19,E06000050,E12000002,Female,Not quit,35-44,7
2018/19,E06000050,E12000002,Female,Not quit,45-59,9
2018/19,E06000050,E12000002,Female,Not quit,60 and over,6
2018/19,E06000050,E12000002,Female,Not quit,Under 18,1
2018/19,E06000050,E12000002,Female,Quit,18-34,19
2018/19,E06000050,E12000002,Female,Quit,35-44,10
2018/19,E06000050,E12000002,Female,Quit,45-59,23
2018/19,E06000050,E12000002,Female,Quit,60 and over,20
2018/19,E06000050,E12000002,Female,Quit,Under 18,2
2018/19,E06000050,E12000002,Female,Quit CO,18-34,13
2018/19,E06000050,E12000002,Female,Quit CO,35-44,5
2018/19,E06000050,E12000002,Female,Quit CO,45-59,17
2018/19,E06000050,E12000002,Female,Quit CO,60 and over,14
2018/19,E06000050,E12000002,Female,Quit CO,Under 18,0
2018/19,E06000050,E12000002,Female,Set quit date,18-34,37
2018/19,E06000050,E12000002,Female,Set quit date,35-44,23
2018/19,E06000050,E12000002,Female,Set quit date,45-59,39
2018/19,E06000050,E12000002,Female,Set quit date,60 and over,32
2018/19,E06000050,E12000002,Female,Set quit date,Under 18,3
2018/19,E06000050,E12000002,Male,Not known,18-34,2
2018/19,E06000050,E12000002,Male,Not known,35-44,3
2018/19,E06000050,E12000002,Male,Not known,45-59,10
2018/19,E06000050,E12000002,Male,Not known,60 and over,5
2018/19,E06000050,E12000002,Male,Not known,Under 18,1
2018/19,E06000050,E12000002,Male,Not quit,18-34,4
2018/19,E06000050,E12000002,Male,Not quit,35-44,11
2018/19,E06000050,E12000002,Male,Not quit,45-59,10
2018/19,E06000050,E12000002,Male,Not quit,60 and over,9
2018/19,E06000050,E12000002,Male,Not quit,Under 18,0
2018/19,E06000050,E12000002,Male,Quit,18-34,10
2018/19,E06000050,E12000002,Male,Quit,35-44,14
2018/19,E06000050,E12000002,Male,Quit,45-59,18
2018/19,E06000050,E12000002,Male,Quit,60 and over,10
2018/19,E06000050,E12000002,Male,Quit,Under 18,0
2018/19,E06000050,E12000002,Male,Quit CO,18-34,4
2018/19,E06000050,E12000002,Male,Quit CO,35-44,5
2018/19,E06000050,E12000002,Male,Quit CO,45-59,11
2018/19,E06000050,E12000002,Male,Quit CO,60 and over,7
2018/19,E06000050,E12000002,Male,Quit CO,Under 18,0
2018/19,E06000050,E12000002,Male,Set quit date,18-34,16
2018/19,E06000050,E12000002,Male,Set quit date,35-44,28
2018/19,E06000050,E12000002,Male,Set quit date,45-59,38
2018/19,E06000050,E12000002,Male,Set quit date,60 and over,24
2018/19,E06000050,E12000002,Male,Set quit date,Under 18,1
2018/19,E06000051,E12000005,Female,Not known,18-34,19
2018/19,E06000051,E12000005,Female,Not known,35-44,0
2018/19,E06000051,E12000005,Female,Not known,45-59,6
2018/19,E06000051,E12000005,Female,Not known,60 and over,6
2018/19,E06000051,E12000005,Female,Not known,Under 18,0
2018/19,E06000051,E12000005,Female,Not quit,18-34,117
2018/19,E06000051,E12000005,Female,Not quit,35-44,74
2018/19,E06000051,E12000005,Female,Not quit,45-59,140
2018/19,E06000051,E12000005,Female,Not quit,60 and over,84
2018/19,E06000051,E12000005,Female,Not quit,Under 18,8
2018/19,E06000051,E12000005,Female,Quit,18-34,73
2018/19,E06000051,E12000005,Female,Quit,35-44,70
2018/19,E06000051,E12000005,Female,Quit,45-59,101
2018/19,E06000051,E12000005,Female,Quit,60 and over,85
2018/19,E06000051,E12000005,Female,Quit,Under 18,1
2018/19,E06000051,E12000005,Female,Quit CO,18-34,49
2018/19,E06000051,E12000005,Female,Quit CO,35-44,49
2018/19,E06000051,E12000005,Female,Quit CO,45-59,86
2018/19,E06000051,E12000005,Female,Quit CO,60 and over,73
2018/19,E06000051,E12000005,Female,Quit CO,Under 18,1
2018/19,E06000051,E12000005,Female,Set quit date,18-34,209
2018/19,E06000051,E12000005,Female,Set quit date,35-44,144
2018/19,E06000051,E12000005,Female,Set quit date,45-59,247
2018/19,E06000051,E12000005,Female,Set quit date,60 and over,175
2018/19,E06000051,E12000005,Female,Set quit date,Under 18,9
2018/19,E06000051,E12000005,Male,Not known,18-34,7
2018/19,E06000051,E12000005,Male,Not known,35-44,1
2018/19,E06000051,E12000005,Male,Not known,45-59,6
2018/19,E06000051,E12000005,Male,Not known,60 and over,8
2018/19,E06000051,E12000005,Male,Not known,Under 18,0
2018/19,E06000051,E12000005,Male,Not quit,18-34,64
2018/19,E06000051,E12000005,Male,Not quit,35-44,72
2018/19,E06000051,E12000005,Male,Not quit,45-59,101
2018/19,E06000051,E12000005,Male,Not quit,60 and over,62
2018/19,E06000051,E12000005,Male,Not quit,Under 18,7
2018/19,E06000051,E12000005,Male,Quit,18-34,77
2018/19,E06000051,E12000005,Male,Quit,35-44,69
2018/19,E06000051,E12000005,Male,Quit,45-59,90
2018/19,E06000051,E12000005,Male,Quit,60 and over,85
2018/19,E06000051,E12000005,Male,Quit,Under 18,0
2018/19,E06000051,E12000005,Male,Quit CO,18-34,38
2018/19,E06000051,E12000005,Male,Quit CO,35-44,44
2018/19,E06000051,E12000005,Male,Quit CO,45-59,69
2018/19,E06000051,E12000005,Male,Quit CO,60 and over,77
2018/19,E06000051,E12000005,Male,Quit CO,Under 18,0
2018/19,E06000051,E12000005,Male,Set quit date,18-34,148
2018/19,E06000051,E12000005,Male,Set quit date,35-44,142
2018/19,E06000051,E12000005,Male,Set quit date,45-59,197
2018/19,E06000051,E12000005,Male,Set quit date,60 and over,155
2018/19,E06000051,E12000005,Male,Set quit date,Under 18,7
2018/19,E06000052,E12000009,Female,Not known,18-34,211
2018/19,E06000052,E12000009,Female,Not known,35-44,128
2018/19,E06000052,E12000009,Female,Not known,45-59,153
2018/19,E06000052,E12000009,Female,Not known,60 and over,105
2018/19,E06000052,E12000009,Female,Not known,Under 18,42
2018/19,E06000052,E12000009,Female,Not quit,18-34,232
2018/19,E06000052,E12000009,Female,Not quit,35-44,120
2018/19,E06000052,E12000009,Female,Not quit,45-59,175
2018/19,E06000052,E12000009,Female,Not quit,60 and over,151
2018/19,E06000052,E12000009,Female,Not quit,Under 18,27
2018/19,E06000052,E12000009,Female,Quit,18-34,378
2018/19,E06000052,E12000009,Female,Quit,35-44,216
2018/19,E06000052,E12000009,Female,Quit,45-59,348
2018/19,E06000052,E12000009,Female,Quit,60 and over,254
2018/19,E06000052,E12000009,Female,Quit,Under 18,7
2018/19,E06000052,E12000009,Female,Quit CO,18-34,137
2018/19,E06000052,E12000009,Female,Quit CO,35-44,98
2018/19,E06000052,E12000009,Female,Quit CO,45-59,198
2018/19,E06000052,E12000009,Female,Quit CO,60 and over,150
2018/19,E06000052,E12000009,Female,Quit CO,Under 18,3
2018/19,E06000052,E12000009,Female,Set quit date,18-34,821
2018/19,E06000052,E12000009,Female,Set quit date,35-44,464
2018/19,E06000052,E12000009,Female,Set quit date,45-59,676
2018/19,E06000052,E12000009,Female,Set quit date,60 and over,510
2018/19,E06000052,E12000009,Female,Set quit date,Under 18,76
